bit_position,zeros_count,ones_count,majority,stability
8071,40,0,0,1.0
8072,2,38,1,0.95
8073,0,40,1,1.0
8074,0,40,1,1.0
8075,0,40,1,1.0
8076,40,0,0,1.0
8077,0,40,1,1.0
8078,40,0,0,1.0
8079,0,40,1,1.0
8080,0,40,1,1.0
8081,0,40,1,1.0
8082,40,0,0,1.0
8083,0,40,1,1.0
8084,40,0,0,1.0
8085,40,0,0,1.0
8086,40,0,0,1.0
8087,40,0,0,1.0
8088,40,0,0,1.0
8089,40,0,0,1.0
8090,0,40,1,1.0
8091,0,40,1,1.0
8092,0,40,1,1.0
8093,40,0,0,1.0
8094,0,40,1,1.0
8095,0,40,1,1.0
8096,32,8,0,0.8
8097,2,38,1,0.95
8098,0,40,1,1.0
8099,26,14,0,0.65
8100,0,40,1,1.0
8101,1,39,1,0.975
8102,0,40,1,1.0
8103,40,0,0,1.0
8104,33,7,0,0.825
8105,40,0,0,1.0
8106,40,0,0,1.0
8107,0,40,1,1.0
8108,40,0,0,1.0
8109,1,39,1,0.975
8110,21,19,0,0.525
8111,0,40,1,1.0
8112,0,40,1,1.0
8113,40,0,0,1.0
8114,4,36,1,0.9
8115,0,40,1,1.0
8116,40,0,0,1.0
8117,0,40,1,1.0
8118,0,40,1,1.0
8119,0,40,1,1.0
8120,40,0,0,1.0
8121,0,40,1,1.0
8122,40,0,0,1.0
8123,40,0,0,1.0
8124,0,40,1,1.0
8125,0,40,1,1.0
8126,40,0,0,1.0
8127,38,2,0,0.95
8128,40,0,0,1.0
8129,40,0,0,1.0
8130,1,39,1,0.975
8131,0,40,1,1.0
8132,40,0,0,1.0
8133,7,33,1,0.825
8134,40,0,0,1.0
8135,0,40,1,1.0
8136,0,40,1,1.0
8137,0,40,1,1.0
8138,0,40,1,1.0
8139,0,40,1,1.0
8140,0,40,1,1.0
8141,40,0,0,1.0
8142,40,0,0,1.0
8143,40,0,0,1.0
8144,0,40,1,1.0
8145,0,40,1,1.0
8146,0,40,1,1.0
8147,40,0,0,1.0
8148,40,0,0,1.0
8149,40,0,0,1.0
8150,0,40,1,1.0
8151,0,40,1,1.0
8152,40,0,0,1.0
8153,0,40,1,1.0
8154,40,0,0,1.0
8155,40,0,0,1.0
8156,0,40,1,1.0
8157,40,0,0,1.0
8158,14,26,1,0.65
8159,40,0,0,1.0
8160,0,40,1,1.0
8161,40,0,0,1.0
8162,11,29,1,0.725
8163,0,40,1,1.0
8164,0,40,1,1.0
8165,40,0,0,1.0
8166,40,0,0,1.0
8167,40,0,0,1.0
8168,0,40,1,1.0
8169,0,40,1,1.0
8170,0,40,1,1.0
8171,19,21,1,0.525
8172,0,40,1,1.0
8173,40,0,0,1.0
8174,39,1,0,0.975
8175,40,0,0,1.0
8176,0,40,1,1.0
8177,1,39,1,0.975
8178,40,0,0,1.0
8179,0,40,1,1.0
8180,27,13,0,0.675
8181,40,0,0,1.0
8182,0,40,1,1.0
8183,40,0,0,1.0
8184,11,29,1,0.725
8185,40,0,0,1.0
8186,40,0,0,1.0
8187,0,40,1,1.0
8188,0,40,1,1.0
8189,5,35,1,0.875
8190,0,40,1,1.0
8191,0,40,1,1.0
8192,0,40,1,1.0
8193,40,0,0,1.0
8194,0,40,1,1.0
8195,1,39,1,0.975
8196,37,3,0,0.925
8197,4,36,1,0.9
8198,39,1,0,0.975
8199,0,40,1,1.0
8200,20,20,equal,0.5
8201,40,0,0,1.0
8202,0,40,1,1.0
8203,0,40,1,1.0
8204,0,40,1,1.0
8205,0,40,1,1.0
8206,40,0,0,1.0
8207,0,40,1,1.0
8208,3,37,1,0.925
8209,0,40,1,1.0
8210,22,18,0,0.55
8211,36,4,0,0.9
8212,40,0,0,1.0
8213,40,0,0,1.0
8214,38,2,0,0.95
8215,1,39,1,0.975
8216,0,40,1,1.0
8217,39,1,0,0.975
8218,22,18,0,0.55
8219,1,39,1,0.975
8220,16,24,1,0.6
8221,40,0,0,1.0
8222,2,38,1,0.95
8223,35,5,0,0.875
8224,38,2,0,0.95
8225,1,39,1,0.975
8226,0,40,1,1.0
8227,0,40,1,1.0
8228,14,26,1,0.65
8229,19,21,1,0.525
8230,40,0,0,1.0
8231,40,0,0,1.0
8232,0,40,1,1.0
8233,34,6,0,0.85
8234,1,39,1,0.975
8235,31,9,0,0.775
8236,1,39,1,0.975
8237,5,35,1,0.875
8238,3,37,1,0.925
8239,5,35,1,0.875
8240,0,40,1,1.0
8241,40,0,0,1.0
8242,0,40,1,1.0
8243,40,0,0,1.0
8244,38,2,0,0.95
8245,3,37,1,0.925
8246,0,40,1,1.0
8247,32,8,0,0.8
8248,1,39,1,0.975
8249,40,0,0,1.0
8250,0,40,1,1.0
8251,28,12,0,0.7
8252,2,38,1,0.95
8253,30,10,0,0.75
8254,28,12,0,0.7
8255,1,39,1,0.975
8256,40,0,0,1.0
8257,0,40,1,1.0
8258,40,0,0,1.0
8259,40,0,0,1.0
8260,40,0,0,1.0
8261,0,40,1,1.0
8262,19,21,1,0.525
8263,40,0,0,1.0
8264,5,35,1,0.875
8265,40,0,0,1.0
8266,40,0,0,1.0
8267,0,40,1,1.0
8268,40,0,0,1.0
8269,40,0,0,1.0
8270,0,40,1,1.0
8271,40,0,0,1.0
8272,0,40,1,1.0
8273,6,34,1,0.85
8274,40,0,0,1.0
8275,0,40,1,1.0
8276,40,0,0,1.0
8277,0,40,1,1.0
8278,40,0,0,1.0
8279,21,19,0,0.525
8280,0,40,1,1.0
8281,6,34,1,0.85
8282,40,0,0,1.0
8283,40,0,0,1.0
8284,40,0,0,1.0
8285,0,40,1,1.0
8286,0,40,1,1.0
8287,37,3,0,0.925
8288,40,0,0,1.0
8289,0,40,1,1.0
8290,40,0,0,1.0
8291,0,40,1,1.0
8292,0,40,1,1.0
8293,0,40,1,1.0
8294,0,40,1,1.0
8295,40,0,0,1.0
8296,40,0,0,1.0
8297,1,39,1,0.975
8298,38,2,0,0.95
8299,0,40,1,1.0
8300,38,2,0,0.95
8301,0,40,1,1.0
8302,40,0,0,1.0
8303,40,0,0,1.0
8304,0,40,1,1.0
8305,0,40,1,1.0
8306,40,0,0,1.0
8307,0,40,1,1.0
8308,0,40,1,1.0
8309,1,39,1,0.975
8310,17,23,1,0.575
8311,40,0,0,1.0
8312,40,0,0,1.0
8313,1,39,1,0.975
8314,0,40,1,1.0
8315,40,0,0,1.0
8316,5,35,1,0.875
8317,0,40,1,1.0
8318,40,0,0,1.0
8319,40,0,0,1.0
8320,40,0,0,1.0
8321,40,0,0,1.0
8322,0,40,1,1.0
8323,40,0,0,1.0
8324,3,37,1,0.925
8325,39,1,0,0.975
8326,40,0,0,1.0
8327,20,20,equal,0.5
8328,0,40,1,1.0
8329,40,0,0,1.0
8330,40,0,0,1.0
8331,0,40,1,1.0
8332,11,29,1,0.725
8333,40,0,0,1.0
8334,40,0,0,1.0
8335,0,40,1,1.0
8336,12,28,1,0.7
8337,39,1,0,0.975
8338,40,0,0,1.0
8339,0,40,1,1.0
8340,0,40,1,1.0
8341,0,40,1,1.0
8342,0,40,1,1.0
8343,40,0,0,1.0
8344,40,0,0,1.0
8345,0,40,1,1.0
8346,40,0,0,1.0
8347,0,40,1,1.0
8348,0,40,1,1.0
8349,40,0,0,1.0
8350,0,40,1,1.0
8351,40,0,0,1.0
8352,38,2,0,0.95
8353,40,0,0,1.0
8354,40,0,0,1.0
8355,0,40,1,1.0
8356,0,40,1,1.0
8357,0,40,1,1.0
8358,40,0,0,1.0
8359,40,0,0,1.0
8360,28,12,0,0.7
8361,0,40,1,1.0
8362,40,0,0,1.0
8363,23,17,0,0.575
8364,4,36,1,0.9
8365,0,40,1,1.0
8366,40,0,0,1.0
8367,0,40,1,1.0
8368,0,40,1,1.0
8369,40,0,0,1.0
8370,0,40,1,1.0
8371,1,39,1,0.975
8372,27,13,0,0.675
8373,40,0,0,1.0
8374,0,40,1,1.0
8375,36,4,0,0.9
8376,0,40,1,1.0
8377,0,40,1,1.0
8378,0,40,1,1.0
8379,0,40,1,1.0
8380,0,40,1,1.0
8381,40,0,0,1.0
8382,0,40,1,1.0
8383,39,1,0,0.975
8384,0,40,1,1.0
8385,40,0,0,1.0
8386,40,0,0,1.0
8387,40,0,0,1.0
8388,1,39,1,0.975
8389,0,40,1,1.0
8390,40,0,0,1.0
8391,0,40,1,1.0
8392,39,1,0,0.975
8393,30,10,0,0.75
8394,22,18,0,0.55
8395,39,1,0,0.975
8396,39,1,0,0.975
8397,0,40,1,1.0
8398,0,40,1,1.0
8399,0,40,1,1.0
8400,39,1,0,0.975
8401,40,0,0,1.0
8402,0,40,1,1.0
8403,40,0,0,1.0
8404,0,40,1,1.0
8405,40,0,0,1.0
8406,40,0,0,1.0
8407,40,0,0,1.0
8408,40,0,0,1.0
8409,39,1,0,0.975
8410,38,2,0,0.95
8411,0,40,1,1.0
8412,5,35,1,0.875
8413,40,0,0,1.0
8414,40,0,0,1.0
8415,40,0,0,1.0
8416,40,0,0,1.0
8417,40,0,0,1.0
8418,0,40,1,1.0
8419,7,33,1,0.825
8420,16,24,1,0.6
8421,40,0,0,1.0
8422,39,1,0,0.975
8423,0,40,1,1.0
8424,0,40,1,1.0
8425,0,40,1,1.0
8426,3,37,1,0.925
8427,40,0,0,1.0
8428,0,40,1,1.0
8429,0,40,1,1.0
8430,40,0,0,1.0
8431,0,40,1,1.0
8432,0,40,1,1.0
8433,0,40,1,1.0
8434,40,0,0,1.0
8435,0,40,1,1.0
8436,36,4,0,0.9
8437,36,4,0,0.9
8438,40,0,0,1.0
8439,0,40,1,1.0
8440,40,0,0,1.0
8441,0,40,1,1.0
8442,32,8,0,0.8
8443,0,40,1,1.0
8444,0,40,1,1.0
8445,2,38,1,0.95
8446,0,40,1,1.0
8447,0,40,1,1.0
8448,40,0,0,1.0
8449,40,0,0,1.0
8450,0,40,1,1.0
8451,40,0,0,1.0
8452,40,0,0,1.0
8453,40,0,0,1.0
8454,0,40,1,1.0
8455,1,39,1,0.975
8456,0,40,1,1.0
8457,40,0,0,1.0
8458,0,40,1,1.0
8459,40,0,0,1.0
8460,40,0,0,1.0
8461,40,0,0,1.0
8462,0,40,1,1.0
8463,40,0,0,1.0
8464,40,0,0,1.0
8465,3,37,1,0.925
8466,0,40,1,1.0
8467,40,0,0,1.0
8468,1,39,1,0.975
8469,4,36,1,0.9
8470,34,6,0,0.85
8471,34,6,0,0.85
8472,40,0,0,1.0
8473,0,40,1,1.0
8474,3,37,1,0.925
8475,0,40,1,1.0
8476,40,0,0,1.0
8477,21,19,0,0.525
8478,39,1,0,0.975
8479,39,1,0,0.975
8480,0,40,1,1.0
8481,0,40,1,1.0
8482,40,0,0,1.0
8483,40,0,0,1.0
8484,40,0,0,1.0
8485,37,3,0,0.925
8486,40,0,0,1.0
8487,40,0,0,1.0
8488,40,0,0,1.0
8489,40,0,0,1.0
8490,17,23,1,0.575
8491,17,23,1,0.575
8492,0,40,1,1.0
8493,0,40,1,1.0
8494,1,39,1,0.975
8495,0,40,1,1.0
8496,0,40,1,1.0
8497,9,31,1,0.775
8498,40,0,0,1.0
8499,15,25,1,0.625
8500,40,0,0,1.0
8501,40,0,0,1.0
8502,0,40,1,1.0
8503,0,40,1,1.0
8504,30,10,0,0.75
8505,0,40,1,1.0
8506,0,40,1,1.0
8507,0,40,1,1.0
8508,1,39,1,0.975
8509,1,39,1,0.975
8510,4,36,1,0.9
8511,35,5,0,0.875
8512,40,0,0,1.0
8513,0,40,1,1.0
8514,40,0,0,1.0
8515,0,40,1,1.0
8516,40,0,0,1.0
8517,40,0,0,1.0
8518,40,0,0,1.0
8519,40,0,0,1.0
8520,40,0,0,1.0
8521,40,0,0,1.0
8522,40,0,0,1.0
8523,40,0,0,1.0
8524,0,40,1,1.0
8525,0,40,1,1.0
8526,40,0,0,1.0
8527,40,0,0,1.0
8528,0,40,1,1.0
8529,0,40,1,1.0
8530,12,28,1,0.7
8531,0,40,1,1.0
8532,0,40,1,1.0
8533,0,40,1,1.0
8534,0,40,1,1.0
8535,0,40,1,1.0
8536,24,16,0,0.6
8537,0,40,1,1.0
8538,11,29,1,0.725
8539,0,40,1,1.0
8540,0,40,1,1.0
8541,40,0,0,1.0
8542,3,37,1,0.925
8543,0,40,1,1.0
8544,0,40,1,1.0
8545,39,1,0,0.975
8546,0,40,1,1.0
8547,39,1,0,0.975
8548,0,40,1,1.0
8549,0,40,1,1.0
8550,39,1,0,0.975
8551,40,0,0,1.0
8552,0,40,1,1.0
8553,2,38,1,0.95
8554,40,0,0,1.0
8555,40,0,0,1.0
8556,0,40,1,1.0
8557,0,40,1,1.0
8558,40,0,0,1.0
8559,0,40,1,1.0
8560,40,0,0,1.0
8561,40,0,0,1.0
8562,39,1,0,0.975
8563,0,40,1,1.0
8564,0,40,1,1.0
8565,40,0,0,1.0
8566,27,13,0,0.675
8567,40,0,0,1.0
8568,0,40,1,1.0
8569,40,0,0,1.0
8570,40,0,0,1.0
8571,40,0,0,1.0
8572,0,40,1,1.0
8573,40,0,0,1.0
8574,2,38,1,0.95
8575,0,40,1,1.0
8576,40,0,0,1.0
8577,38,2,0,0.95
8578,0,40,1,1.0
8579,40,0,0,1.0
8580,40,0,0,1.0
8581,40,0,0,1.0
8582,0,40,1,1.0
8583,38,2,0,0.95
8584,20,20,equal,0.5
8585,35,5,0,0.875
8586,28,12,0,0.7
8587,13,27,1,0.675
8588,0,40,1,1.0
8589,40,0,0,1.0
8590,40,0,0,1.0
8591,35,5,0,0.875
8592,32,8,0,0.8
8593,0,40,1,1.0
8594,3,37,1,0.925
8595,30,10,0,0.75
8596,0,40,1,1.0
8597,0,40,1,1.0
8598,0,40,1,1.0
8599,40,0,0,1.0
8600,40,0,0,1.0
8601,0,40,1,1.0
8602,40,0,0,1.0
8603,3,37,1,0.925
8604,0,40,1,1.0
8605,0,40,1,1.0
8606,0,40,1,1.0
8607,1,39,1,0.975
8608,29,11,0,0.725
8609,40,0,0,1.0
8610,1,39,1,0.975
8611,39,1,0,0.975
8612,0,40,1,1.0
8613,40,0,0,1.0
8614,0,40,1,1.0
8615,0,40,1,1.0
8616,40,0,0,1.0
8617,0,40,1,1.0
8618,0,40,1,1.0
8619,0,40,1,1.0
8620,40,0,0,1.0
8621,10,30,1,0.75
8622,0,40,1,1.0
8623,36,4,0,0.9
8624,13,27,1,0.675
8625,38,2,0,0.95
8626,39,1,0,0.975
8627,0,40,1,1.0
8628,40,0,0,1.0
8629,40,0,0,1.0
8630,0,40,1,1.0
8631,40,0,0,1.0
8632,40,0,0,1.0
8633,4,36,1,0.9
8634,40,0,0,1.0
8635,40,0,0,1.0
8636,40,0,0,1.0
8637,34,6,0,0.85
8638,0,40,1,1.0
8639,10,30,1,0.75
8640,40,0,0,1.0
8641,1,39,1,0.975
8642,0,40,1,1.0
8643,40,0,0,1.0
8644,0,40,1,1.0
8645,2,38,1,0.95
8646,0,40,1,1.0
8647,1,39,1,0.975
8648,0,40,1,1.0
8649,40,0,0,1.0
8650,0,40,1,1.0
8651,40,0,0,1.0
8652,0,40,1,1.0
8653,6,34,1,0.85
8654,3,37,1,0.925
8655,0,40,1,1.0
8656,39,1,0,0.975
8657,14,26,1,0.65
8658,39,1,0,0.975
8659,0,40,1,1.0
8660,40,0,0,1.0
8661,40,0,0,1.0
8662,0,40,1,1.0
8663,2,38,1,0.95
8664,40,0,0,1.0
8665,40,0,0,1.0
8666,17,23,1,0.575
8667,40,0,0,1.0
8668,0,40,1,1.0
8669,6,34,1,0.85
8670,16,24,1,0.6
8671,0,40,1,1.0
8672,14,26,1,0.65
8673,39,1,0,0.975
8674,0,40,1,1.0
8675,40,0,0,1.0
8676,0,40,1,1.0
8677,40,0,0,1.0
8678,4,36,1,0.9
8679,40,0,0,1.0
8680,31,9,0,0.775
8681,0,40,1,1.0
8682,40,0,0,1.0
8683,0,40,1,1.0
8684,0,40,1,1.0
8685,39,1,0,0.975
8686,40,0,0,1.0
8687,0,40,1,1.0
8688,0,40,1,1.0
8689,0,40,1,1.0
8690,40,0,0,1.0
8691,0,40,1,1.0
8692,29,11,0,0.725
8693,7,33,1,0.825
8694,40,0,0,1.0
8695,0,40,1,1.0
8696,0,40,1,1.0
8697,0,40,1,1.0
8698,39,1,0,0.975
8699,0,40,1,1.0
8700,1,39,1,0.975
8701,1,39,1,0.975
8702,0,40,1,1.0
8703,40,0,0,1.0
8704,39,1,0,0.975
8705,40,0,0,1.0
8706,40,0,0,1.0
8707,40,0,0,1.0
8708,3,37,1,0.925
8709,40,0,0,1.0
8710,0,40,1,1.0
8711,40,0,0,1.0
8712,0,40,1,1.0
8713,38,2,0,0.95
8714,18,22,1,0.55
8715,0,40,1,1.0
8716,0,40,1,1.0
8717,0,40,1,1.0
8718,16,24,1,0.6
8719,0,40,1,1.0
8720,0,40,1,1.0
8721,0,40,1,1.0
8722,40,0,0,1.0
8723,40,0,0,1.0
8724,40,0,0,1.0
8725,38,2,0,0.95
8726,22,18,0,0.55
8727,40,0,0,1.0
8728,7,33,1,0.825
8729,0,40,1,1.0
8730,40,0,0,1.0
8731,0,40,1,1.0
8732,38,2,0,0.95
8733,0,40,1,1.0
8734,0,40,1,1.0
8735,1,39,1,0.975
8736,0,40,1,1.0
8737,0,40,1,1.0
8738,2,38,1,0.95
8739,9,31,1,0.775
8740,30,10,0,0.75
8741,2,38,1,0.95
8742,40,0,0,1.0
8743,1,39,1,0.975
8744,40,0,0,1.0
8745,4,36,1,0.9
8746,0,40,1,1.0
8747,40,0,0,1.0
8748,40,0,0,1.0
8749,40,0,0,1.0
8750,0,40,1,1.0
8751,18,22,1,0.55
8752,40,0,0,1.0
8753,5,35,1,0.875
8754,40,0,0,1.0
8755,17,23,1,0.575
8756,0,40,1,1.0
8757,0,40,1,1.0
8758,40,0,0,1.0
8759,0,40,1,1.0
8760,40,0,0,1.0
8761,40,0,0,1.0
8762,1,39,1,0.975
8763,0,40,1,1.0
8764,0,40,1,1.0
8765,0,40,1,1.0
8766,40,0,0,1.0
8767,0,40,1,1.0
8768,40,0,0,1.0
8769,20,20,equal,0.5
8770,40,0,0,1.0
8771,40,0,0,1.0
8772,40,0,0,1.0
8773,30,10,0,0.75
8774,1,39,1,0.975
8775,1,39,1,0.975
8776,27,13,0,0.675
8777,0,40,1,1.0
8778,40,0,0,1.0
8779,32,8,0,0.8
8780,40,0,0,1.0
8781,40,0,0,1.0
8782,32,8,0,0.8
8783,39,1,0,0.975
8784,22,18,0,0.55
8785,40,0,0,1.0
8786,40,0,0,1.0
8787,40,0,0,1.0
8788,0,40,1,1.0
8789,26,14,0,0.65
8790,40,0,0,1.0
8791,33,7,0,0.825
8792,0,40,1,1.0
8793,1,39,1,0.975
8794,40,0,0,1.0
8795,40,0,0,1.0
8796,0,40,1,1.0
8797,40,0,0,1.0
8798,40,0,0,1.0
8799,19,21,1,0.525
8800,40,0,0,1.0
8801,40,0,0,1.0
8802,40,0,0,1.0
8803,0,40,1,1.0
8804,15,25,1,0.625
8805,40,0,0,1.0
8806,40,0,0,1.0
8807,7,33,1,0.825
8808,40,0,0,1.0
8809,40,0,0,1.0
8810,40,0,0,1.0
8811,30,10,0,0.75
8812,0,40,1,1.0
8813,0,40,1,1.0
8814,0,40,1,1.0
8815,0,40,1,1.0
8816,40,0,0,1.0
8817,0,40,1,1.0
8818,0,40,1,1.0
8819,28,12,0,0.7
8820,0,40,1,1.0
8821,40,0,0,1.0
8822,0,40,1,1.0
8823,0,40,1,1.0
8824,0,40,1,1.0
8825,40,0,0,1.0
8826,0,40,1,1.0
8827,40,0,0,1.0
8828,37,3,0,0.925
8829,40,0,0,1.0
8830,0,40,1,1.0
8831,40,0,0,1.0
8832,0,40,1,1.0
8833,39,1,0,0.975
8834,40,0,0,1.0
8835,8,32,1,0.8
8836,40,0,0,1.0
8837,0,40,1,1.0
8838,40,0,0,1.0
8839,0,40,1,1.0
8840,1,39,1,0.975
8841,39,1,0,0.975
8842,40,0,0,1.0
8843,28,12,0,0.7
8844,39,1,0,0.975
8845,36,4,0,0.9
8846,6,34,1,0.85
8847,27,13,0,0.675
8848,35,5,0,0.875
8849,0,40,1,1.0
8850,1,39,1,0.975
8851,39,1,0,0.975
8852,36,4,0,0.9
8853,0,40,1,1.0
8854,1,39,1,0.975
8855,0,40,1,1.0
8856,39,1,0,0.975
8857,0,40,1,1.0
8858,28,12,0,0.7
8859,0,40,1,1.0
8860,40,0,0,1.0
8861,0,40,1,1.0
8862,1,39,1,0.975
8863,0,40,1,1.0
8864,40,0,0,1.0
8865,0,40,1,1.0
8866,40,0,0,1.0
8867,36,4,0,0.9
8868,0,40,1,1.0
8869,40,0,0,1.0
8870,40,0,0,1.0
8871,0,40,1,1.0
8872,38,2,0,0.95
8873,24,16,0,0.6
8874,6,34,1,0.85
8875,40,0,0,1.0
8876,1,39,1,0.975
8877,30,10,0,0.75
8878,39,1,0,0.975
8879,39,1,0,0.975
8880,1,39,1,0.975
8881,18,22,1,0.55
8882,3,37,1,0.925
8883,40,0,0,1.0
8884,1,39,1,0.975
8885,1,39,1,0.975
8886,39,1,0,0.975
8887,8,32,1,0.8
8888,40,0,0,1.0
8889,0,40,1,1.0
8890,40,0,0,1.0
8891,2,38,1,0.95
8892,1,39,1,0.975
8893,40,0,0,1.0
8894,40,0,0,1.0
8895,37,3,0,0.925
8896,0,40,1,1.0
8897,4,36,1,0.9
8898,0,40,1,1.0
8899,40,0,0,1.0
8900,40,0,0,1.0
8901,0,40,1,1.0
8902,0,40,1,1.0
8903,38,2,0,0.95
8904,0,40,1,1.0
8905,21,19,0,0.525
8906,40,0,0,1.0
8907,2,38,1,0.95
8908,2,38,1,0.95
8909,17,23,1,0.575
8910,40,0,0,1.0
8911,0,40,1,1.0
8912,40,0,0,1.0
8913,40,0,0,1.0
8914,3,37,1,0.925
8915,26,14,0,0.65
8916,0,40,1,1.0
8917,32,8,0,0.8
8918,40,0,0,1.0
8919,4,36,1,0.9
8920,9,31,1,0.775
8921,0,40,1,1.0
8922,40,0,0,1.0
8923,39,1,0,0.975
8924,5,35,1,0.875
8925,1,39,1,0.975
8926,40,0,0,1.0
8927,0,40,1,1.0
8928,0,40,1,1.0
8929,0,40,1,1.0
8930,0,40,1,1.0
8931,0,40,1,1.0
8932,38,2,0,0.95
8933,40,0,0,1.0
8934,40,0,0,1.0
8935,1,39,1,0.975
8936,36,4,0,0.9
8937,40,0,0,1.0
8938,0,40,1,1.0
8939,39,1,0,0.975
8940,1,39,1,0.975
8941,0,40,1,1.0
8942,29,11,0,0.725
8943,0,40,1,1.0
8944,0,40,1,1.0
8945,0,40,1,1.0
8946,0,40,1,1.0
8947,31,9,0,0.775
8948,40,0,0,1.0
8949,39,1,0,0.975
8950,40,0,0,1.0
8951,0,40,1,1.0
8952,40,0,0,1.0
8953,40,0,0,1.0
8954,40,0,0,1.0
8955,0,40,1,1.0
8956,0,40,1,1.0
8957,0,40,1,1.0
8958,39,1,0,0.975
8959,26,14,0,0.65
8960,2,38,1,0.95
8961,30,10,0,0.75
8962,40,0,0,1.0
8963,0,40,1,1.0
8964,0,40,1,1.0
8965,40,0,0,1.0
8966,2,38,1,0.95
8967,7,33,1,0.825
8968,40,0,0,1.0
8969,0,40,1,1.0
8970,40,0,0,1.0
8971,0,40,1,1.0
8972,0,40,1,1.0
8973,0,40,1,1.0
8974,40,0,0,1.0
8975,40,0,0,1.0
8976,0,40,1,1.0
8977,40,0,0,1.0
8978,0,40,1,1.0
8979,40,0,0,1.0
8980,7,33,1,0.825
8981,14,26,1,0.65
8982,39,1,0,0.975
8983,39,1,0,0.975
8984,0,40,1,1.0
8985,40,0,0,1.0
8986,3,37,1,0.925
8987,38,2,0,0.95
8988,0,40,1,1.0
8989,40,0,0,1.0
8990,0,40,1,1.0
8991,40,0,0,1.0
8992,0,40,1,1.0
8993,0,40,1,1.0
8994,0,40,1,1.0
8995,0,40,1,1.0
8996,0,40,1,1.0
8997,40,0,0,1.0
8998,40,0,0,1.0
8999,40,0,0,1.0
9000,40,0,0,1.0
9001,40,0,0,1.0
9002,1,39,1,0.975
9003,40,0,0,1.0
9004,40,0,0,1.0
9005,0,40,1,1.0
9006,0,40,1,1.0
9007,0,40,1,1.0
9008,0,40,1,1.0
9009,0,40,1,1.0
9010,0,40,1,1.0
9011,0,40,1,1.0
9012,40,0,0,1.0
9013,40,0,0,1.0
9014,1,39,1,0.975
9015,0,40,1,1.0
9016,33,7,0,0.825
9017,0,40,1,1.0
9018,0,40,1,1.0
9019,40,0,0,1.0
9020,40,0,0,1.0
9021,40,0,0,1.0
9022,40,0,0,1.0
9023,0,40,1,1.0
9024,40,0,0,1.0
9025,1,39,1,0.975
9026,0,40,1,1.0
9027,24,16,0,0.6
9028,40,0,0,1.0
9029,1,39,1,0.975
9030,40,0,0,1.0
9031,40,0,0,1.0
9032,0,40,1,1.0
9033,0,40,1,1.0
9034,0,40,1,1.0
9035,0,40,1,1.0
9036,40,0,0,1.0
9037,0,40,1,1.0
9038,0,40,1,1.0
9039,40,0,0,1.0
9040,40,0,0,1.0
9041,6,34,1,0.85
9042,40,0,0,1.0
9043,40,0,0,1.0
9044,2,38,1,0.95
9045,0,40,1,1.0
9046,0,40,1,1.0
9047,14,26,1,0.65
9048,40,0,0,1.0
9049,0,40,1,1.0
9050,0,40,1,1.0
9051,3,37,1,0.925
9052,0,40,1,1.0
9053,30,10,0,0.75
9054,40,0,0,1.0
9055,2,38,1,0.95
9056,40,0,0,1.0
9057,0,40,1,1.0
9058,40,0,0,1.0
9059,0,40,1,1.0
9060,40,0,0,1.0
9061,0,40,1,1.0
9062,40,0,0,1.0
9063,35,5,0,0.875
9064,0,40,1,1.0
9065,0,40,1,1.0
9066,40,0,0,1.0
9067,40,0,0,1.0
9068,40,0,0,1.0
9069,40,0,0,1.0
9070,0,40,1,1.0
9071,40,0,0,1.0
9072,40,0,0,1.0
9073,0,40,1,1.0
9074,40,0,0,1.0
9075,0,40,1,1.0
9076,0,40,1,1.0
9077,0,40,1,1.0
9078,0,40,1,1.0
9079,38,2,0,0.95
9080,29,11,0,0.725
9081,0,40,1,1.0
9082,0,40,1,1.0
9083,40,0,0,1.0
9084,40,0,0,1.0
9085,0,40,1,1.0
9086,6,34,1,0.85
9087,0,40,1,1.0
9088,40,0,0,1.0
9089,40,0,0,1.0
9090,2,38,1,0.95
9091,0,40,1,1.0
9092,40,0,0,1.0
9093,0,40,1,1.0
9094,4,36,1,0.9
9095,9,31,1,0.775
9096,40,0,0,1.0
9097,40,0,0,1.0
9098,0,40,1,1.0
9099,0,40,1,1.0
9100,5,35,1,0.875
9101,40,0,0,1.0
9102,6,34,1,0.85
9103,37,3,0,0.925
9104,0,40,1,1.0
9105,23,17,0,0.575
9106,16,24,1,0.6
9107,40,0,0,1.0
9108,40,0,0,1.0
9109,0,40,1,1.0
9110,0,40,1,1.0
9111,0,40,1,1.0
9112,0,40,1,1.0
9113,36,4,0,0.9
9114,40,0,0,1.0
9115,40,0,0,1.0
9116,2,38,1,0.95
9117,0,40,1,1.0
9118,40,0,0,1.0
9119,40,0,0,1.0
9120,9,31,1,0.775
9121,40,0,0,1.0
9122,0,40,1,1.0
9123,0,40,1,1.0
9124,40,0,0,1.0
9125,40,0,0,1.0
9126,40,0,0,1.0
9127,40,0,0,1.0
9128,0,40,1,1.0
9129,0,40,1,1.0
9130,0,40,1,1.0
9131,0,40,1,1.0
9132,2,38,1,0.95
9133,40,0,0,1.0
9134,23,17,0,0.575
9135,40,0,0,1.0
9136,0,40,1,1.0
9137,0,40,1,1.0
9138,40,0,0,1.0
9139,40,0,0,1.0
9140,16,24,1,0.6
9141,0,40,1,1.0
9142,40,0,0,1.0
9143,0,40,1,1.0
9144,40,0,0,1.0
