bit_position,zeros_count,ones_count,majority,stability
232,0,40,1,1.0
233,25,15,0,0.625
234,36,4,0,0.9
235,40,0,0,1.0
236,40,0,0,1.0
237,39,1,0,0.975
238,0,40,1,1.0
239,40,0,0,1.0
240,39,1,0,0.975
241,36,4,0,0.9
242,40,0,0,1.0
243,33,7,0,0.825
244,40,0,0,1.0
245,39,1,0,0.975
246,35,5,0,0.875
247,39,1,0,0.975
248,0,40,1,1.0
249,40,0,0,1.0
250,39,1,0,0.975
251,33,7,0,0.825
252,0,40,1,1.0
253,40,0,0,1.0
254,25,15,0,0.625
255,0,40,1,1.0
256,39,1,0,0.975
257,40,0,0,1.0
258,40,0,0,1.0
259,0,40,1,1.0
260,0,40,1,1.0
261,3,37,1,0.925
262,0,40,1,1.0
263,35,5,0,0.875
264,40,0,0,1.0
265,0,40,1,1.0
266,40,0,0,1.0
267,0,40,1,1.0
268,40,0,0,1.0
269,0,40,1,1.0
270,0,40,1,1.0
271,0,40,1,1.0
272,0,40,1,1.0
273,18,22,1,0.55
274,40,0,0,1.0
275,40,0,0,1.0
276,0,40,1,1.0
277,17,23,1,0.575
278,0,40,1,1.0
279,0,40,1,1.0
280,40,0,0,1.0
281,35,5,0,0.875
282,0,40,1,1.0
283,0,40,1,1.0
284,0,40,1,1.0
285,0,40,1,1.0
286,20,20,equal,0.5
287,40,0,0,1.0
288,6,34,1,0.85
289,0,40,1,1.0
290,26,14,0,0.65
291,0,40,1,1.0
292,40,0,0,1.0
293,40,0,0,1.0
294,40,0,0,1.0
295,40,0,0,1.0
296,40,0,0,1.0
297,0,40,1,1.0
298,40,0,0,1.0
299,40,0,0,1.0
300,0,40,1,1.0
301,3,37,1,0.925
302,40,0,0,1.0
303,32,8,0,0.8
304,40,0,0,1.0
305,24,16,0,0.6
306,0,40,1,1.0
307,36,4,0,0.9
308,40,0,0,1.0
309,40,0,0,1.0
310,40,0,0,1.0
311,40,0,0,1.0
312,1,39,1,0.975
313,40,0,0,1.0
314,40,0,0,1.0
315,0,40,1,1.0
316,4,36,1,0.9
317,0,40,1,1.0
318,27,13,0,0.675
319,40,0,0,1.0
320,40,0,0,1.0
321,0,40,1,1.0
322,40,0,0,1.0
323,3,37,1,0.925
324,1,39,1,0.975
325,0,40,1,1.0
326,40,0,0,1.0
327,0,40,1,1.0
328,27,13,0,0.675
329,7,33,1,0.825
330,0,40,1,1.0
331,39,1,0,0.975
332,1,39,1,0.975
333,0,40,1,1.0
334,40,0,0,1.0
335,0,40,1,1.0
336,0,40,1,1.0
337,2,38,1,0.95
338,40,0,0,1.0
339,0,40,1,1.0
340,40,0,0,1.0
341,4,36,1,0.9
342,40,0,0,1.0
343,0,40,1,1.0
344,2,38,1,0.95
345,0,40,1,1.0
346,40,0,0,1.0
347,0,40,1,1.0
348,40,0,0,1.0
349,40,0,0,1.0
350,9,31,1,0.775
351,4,36,1,0.9
352,2,38,1,0.95
353,40,0,0,1.0
354,40,0,0,1.0
355,40,0,0,1.0
356,39,1,0,0.975
357,40,0,0,1.0
358,0,40,1,1.0
359,40,0,0,1.0
360,40,0,0,1.0
361,40,0,0,1.0
362,40,0,0,1.0
363,40,0,0,1.0
364,40,0,0,1.0
365,40,0,0,1.0
366,40,0,0,1.0
367,0,40,1,1.0
368,40,0,0,1.0
369,40,0,0,1.0
370,40,0,0,1.0
371,12,28,1,0.7
372,0,40,1,1.0
373,40,0,0,1.0
374,39,1,0,0.975
375,0,40,1,1.0
376,40,0,0,1.0
377,13,27,1,0.675
378,0,40,1,1.0
379,35,5,0,0.875
380,40,0,0,1.0
381,0,40,1,1.0
382,16,24,1,0.6
383,0,40,1,1.0
384,40,0,0,1.0
385,40,0,0,1.0
386,0,40,1,1.0
387,40,0,0,1.0
388,40,0,0,1.0
389,1,39,1,0.975
390,0,40,1,1.0
391,0,40,1,1.0
392,0,40,1,1.0
393,40,0,0,1.0
394,37,3,0,0.925
395,3,37,1,0.925
396,1,39,1,0.975
397,0,40,1,1.0
398,0,40,1,1.0
399,37,3,0,0.925
400,3,37,1,0.925
401,5,35,1,0.875
402,40,0,0,1.0
403,0,40,1,1.0
404,40,0,0,1.0
405,0,40,1,1.0
406,0,40,1,1.0
407,40,0,0,1.0
408,37,3,0,0.925
409,0,40,1,1.0
410,37,3,0,0.925
411,0,40,1,1.0
412,10,30,1,0.75
413,10,30,1,0.75
414,0,40,1,1.0
415,2,38,1,0.95
416,0,40,1,1.0
417,40,0,0,1.0
418,40,0,0,1.0
419,40,0,0,1.0
420,40,0,0,1.0
421,0,40,1,1.0
422,0,40,1,1.0
423,16,24,1,0.6
424,40,0,0,1.0
425,40,0,0,1.0
426,1,39,1,0.975
427,19,21,1,0.525
428,0,40,1,1.0
429,40,0,0,1.0
430,0,40,1,1.0
431,40,0,0,1.0
432,0,40,1,1.0
433,0,40,1,1.0
434,37,3,0,0.925
435,40,0,0,1.0
436,0,40,1,1.0
437,5,35,1,0.875
438,0,40,1,1.0
439,40,0,0,1.0
440,0,40,1,1.0
441,7,33,1,0.825
442,40,0,0,1.0
443,40,0,0,1.0
444,0,40,1,1.0
445,40,0,0,1.0
446,40,0,0,1.0
447,0,40,1,1.0
448,0,40,1,1.0
449,40,0,0,1.0
450,0,40,1,1.0
451,39,1,0,0.975
452,0,40,1,1.0
453,35,5,0,0.875
454,40,0,0,1.0
455,0,40,1,1.0
456,23,17,0,0.575
457,40,0,0,1.0
458,22,18,0,0.55
459,40,0,0,1.0
460,0,40,1,1.0
461,1,39,1,0.975
462,37,3,0,0.925
463,1,39,1,0.975
464,40,0,0,1.0
465,40,0,0,1.0
466,40,0,0,1.0
467,0,40,1,1.0
468,1,39,1,0.975
469,37,3,0,0.925
470,0,40,1,1.0
471,35,5,0,0.875
472,40,0,0,1.0
473,34,6,0,0.85
474,29,11,0,0.725
475,0,40,1,1.0
476,40,0,0,1.0
477,40,0,0,1.0
478,0,40,1,1.0
479,34,6,0,0.85
480,0,40,1,1.0
481,0,40,1,1.0
482,40,0,0,1.0
483,40,0,0,1.0
484,40,0,0,1.0
485,30,10,0,0.75
486,0,40,1,1.0
487,0,40,1,1.0
488,40,0,0,1.0
489,40,0,0,1.0
490,37,3,0,0.925
491,0,40,1,1.0
492,40,0,0,1.0
493,39,1,0,0.975
494,0,40,1,1.0
495,40,0,0,1.0
496,0,40,1,1.0
497,40,0,0,1.0
498,40,0,0,1.0
499,0,40,1,1.0
500,0,40,1,1.0
501,39,1,0,0.975
502,39,1,0,0.975
503,0,40,1,1.0
504,0,40,1,1.0
505,40,0,0,1.0
506,40,0,0,1.0
507,40,0,0,1.0
508,40,0,0,1.0
509,40,0,0,1.0
510,0,40,1,1.0
511,0,40,1,1.0
512,0,40,1,1.0
513,0,40,1,1.0
514,0,40,1,1.0
515,39,1,0,0.975
516,2,38,1,0.95
517,1,39,1,0.975
518,38,2,0,0.95
519,0,40,1,1.0
520,0,40,1,1.0
521,0,40,1,1.0
522,40,0,0,1.0
523,0,40,1,1.0
524,0,40,1,1.0
525,40,0,0,1.0
526,12,28,1,0.7
527,1,39,1,0.975
528,26,14,0,0.65
529,0,40,1,1.0
530,0,40,1,1.0
531,0,40,1,1.0
532,0,40,1,1.0
533,0,40,1,1.0
534,1,39,1,0.975
535,40,0,0,1.0
536,1,39,1,0.975
537,0,40,1,1.0
538,0,40,1,1.0
539,7,33,1,0.825
540,40,0,0,1.0
541,3,37,1,0.925
542,0,40,1,1.0
543,0,40,1,1.0
544,32,8,0,0.8
545,38,2,0,0.95
546,1,39,1,0.975
547,0,40,1,1.0
548,0,40,1,1.0
549,39,1,0,0.975
550,40,0,0,1.0
551,40,0,0,1.0
552,20,20,equal,0.5
553,0,40,1,1.0
554,1,39,1,0.975
555,20,20,equal,0.5
556,40,0,0,1.0
557,40,0,0,1.0
558,40,0,0,1.0
559,0,40,1,1.0
560,0,40,1,1.0
561,39,1,0,0.975
562,0,40,1,1.0
563,0,40,1,1.0
564,0,40,1,1.0
565,40,0,0,1.0
566,9,31,1,0.775
567,40,0,0,1.0
568,33,7,0,0.825
569,2,38,1,0.95
570,40,0,0,1.0
571,0,40,1,1.0
572,0,40,1,1.0
573,40,0,0,1.0
574,0,40,1,1.0
575,0,40,1,1.0
576,34,6,0,0.85
577,31,9,0,0.775
578,2,38,1,0.95
579,4,36,1,0.9
580,40,0,0,1.0
581,39,1,0,0.975
582,38,2,0,0.95
583,40,0,0,1.0
584,40,0,0,1.0
585,0,40,1,1.0
586,0,40,1,1.0
587,0,40,1,1.0
588,40,0,0,1.0
589,0,40,1,1.0
590,0,40,1,1.0
591,1,39,1,0.975
592,0,40,1,1.0
593,40,0,0,1.0
594,40,0,0,1.0
595,0,40,1,1.0
596,0,40,1,1.0
597,0,40,1,1.0
598,40,0,0,1.0
599,0,40,1,1.0
600,0,40,1,1.0
601,14,26,1,0.65
602,39,1,0,0.975
603,40,0,0,1.0
604,1,39,1,0.975
605,1,39,1,0.975
606,35,5,0,0.875
607,40,0,0,1.0
608,8,32,1,0.8
609,0,40,1,1.0
610,37,3,0,0.925
611,40,0,0,1.0
612,40,0,0,1.0
613,40,0,0,1.0
614,40,0,0,1.0
615,40,0,0,1.0
616,40,0,0,1.0
617,3,37,1,0.925
618,0,40,1,1.0
619,0,40,1,1.0
620,40,0,0,1.0
621,40,0,0,1.0
622,0,40,1,1.0
623,0,40,1,1.0
624,40,0,0,1.0
625,0,40,1,1.0
626,40,0,0,1.0
627,40,0,0,1.0
628,0,40,1,1.0
629,0,40,1,1.0
630,40,0,0,1.0
631,0,40,1,1.0
632,6,34,1,0.85
633,40,0,0,1.0
634,40,0,0,1.0
635,0,40,1,1.0
636,0,40,1,1.0
637,40,0,0,1.0
638,40,0,0,1.0
639,34,6,0,0.85
640,40,0,0,1.0
641,14,26,1,0.65
642,0,40,1,1.0
643,0,40,1,1.0
644,40,0,0,1.0
645,1,39,1,0.975
646,40,0,0,1.0
647,36,4,0,0.9
648,40,0,0,1.0
649,0,40,1,1.0
650,2,38,1,0.95
651,0,40,1,1.0
652,5,35,1,0.875
653,0,40,1,1.0
654,2,38,1,0.95
655,40,0,0,1.0
656,39,1,0,0.975
657,0,40,1,1.0
658,38,2,0,0.95
659,0,40,1,1.0
660,12,28,1,0.7
661,0,40,1,1.0
662,40,0,0,1.0
663,0,40,1,1.0
664,39,1,0,0.975
665,0,40,1,1.0
666,0,40,1,1.0
667,1,39,1,0.975
668,40,0,0,1.0
669,0,40,1,1.0
670,0,40,1,1.0
671,30,10,0,0.75
672,0,40,1,1.0
673,39,1,0,0.975
674,0,40,1,1.0
675,40,0,0,1.0
676,40,0,0,1.0
677,40,0,0,1.0
678,4,36,1,0.9
679,40,0,0,1.0
680,40,0,0,1.0
681,40,0,0,1.0
682,40,0,0,1.0
683,40,0,0,1.0
684,40,0,0,1.0
685,32,8,0,0.8
686,40,0,0,1.0
687,40,0,0,1.0
688,40,0,0,1.0
689,0,40,1,1.0
690,40,0,0,1.0
691,35,5,0,0.875
692,40,0,0,1.0
693,3,37,1,0.925
694,40,0,0,1.0
695,40,0,0,1.0
696,6,34,1,0.85
697,0,40,1,1.0
698,3,37,1,0.925
699,0,40,1,1.0
700,40,0,0,1.0
701,40,0,0,1.0
702,0,40,1,1.0
703,40,0,0,1.0
704,40,0,0,1.0
705,40,0,0,1.0
706,0,40,1,1.0
707,0,40,1,1.0
708,40,0,0,1.0
709,0,40,1,1.0
710,40,0,0,1.0
711,0,40,1,1.0
712,0,40,1,1.0
713,40,0,0,1.0
714,0,40,1,1.0
715,0,40,1,1.0
716,40,0,0,1.0
717,0,40,1,1.0
718,0,40,1,1.0
719,8,32,1,0.8
720,0,40,1,1.0
721,40,0,0,1.0
722,0,40,1,1.0
723,40,0,0,1.0
724,0,40,1,1.0
725,40,0,0,1.0
726,38,2,0,0.95
727,40,0,0,1.0
728,40,0,0,1.0
729,0,40,1,1.0
730,40,0,0,1.0
731,40,0,0,1.0
732,0,40,1,1.0
733,40,0,0,1.0
734,1,39,1,0.975
735,0,40,1,1.0
736,31,9,0,0.775
737,5,35,1,0.875
738,40,0,0,1.0
739,40,0,0,1.0
740,0,40,1,1.0
741,40,0,0,1.0
742,0,40,1,1.0
743,0,40,1,1.0
744,40,0,0,1.0
745,37,3,0,0.925
746,1,39,1,0.975
747,40,0,0,1.0
748,0,40,1,1.0
749,40,0,0,1.0
750,40,0,0,1.0
751,40,0,0,1.0
752,0,40,1,1.0
753,0,40,1,1.0
754,40,0,0,1.0
755,40,0,0,1.0
756,40,0,0,1.0
757,40,0,0,1.0
758,40,0,0,1.0
759,35,5,0,0.875
760,40,0,0,1.0
761,37,3,0,0.925
762,40,0,0,1.0
763,40,0,0,1.0
764,13,27,1,0.675
765,36,4,0,0.9
766,40,0,0,1.0
767,0,40,1,1.0
768,1,39,1,0.975
769,40,0,0,1.0
770,0,40,1,1.0
771,3,37,1,0.925
772,0,40,1,1.0
773,0,40,1,1.0
774,0,40,1,1.0
775,40,0,0,1.0
776,0,40,1,1.0
777,30,10,0,0.75
778,40,0,0,1.0
779,4,36,1,0.9
780,39,1,0,0.975
781,40,0,0,1.0
782,40,0,0,1.0
783,40,0,0,1.0
784,40,0,0,1.0
785,40,0,0,1.0
786,0,40,1,1.0
787,0,40,1,1.0
788,40,0,0,1.0
789,40,0,0,1.0
790,0,40,1,1.0
791,40,0,0,1.0
792,40,0,0,1.0
793,0,40,1,1.0
794,0,40,1,1.0
795,40,0,0,1.0
796,40,0,0,1.0
797,0,40,1,1.0
798,0,40,1,1.0
799,0,40,1,1.0
800,40,0,0,1.0
801,40,0,0,1.0
802,40,0,0,1.0
803,0,40,1,1.0
804,2,38,1,0.95
805,0,40,1,1.0
806,40,0,0,1.0
807,40,0,0,1.0
808,0,40,1,1.0
809,40,0,0,1.0
810,40,0,0,1.0
811,0,40,1,1.0
812,40,0,0,1.0
813,0,40,1,1.0
814,0,40,1,1.0
815,40,0,0,1.0
816,40,0,0,1.0
817,40,0,0,1.0
818,0,40,1,1.0
819,0,40,1,1.0
820,40,0,0,1.0
821,0,40,1,1.0
822,6,34,1,0.85
823,0,40,1,1.0
824,40,0,0,1.0
825,0,40,1,1.0
826,30,10,0,0.75
827,40,0,0,1.0
828,0,40,1,1.0
829,40,0,0,1.0
830,40,0,0,1.0
831,40,0,0,1.0
832,33,7,0,0.825
833,40,0,0,1.0
834,2,38,1,0.95
835,39,1,0,0.975
836,0,40,1,1.0
837,21,19,0,0.525
838,39,1,0,0.975
839,40,0,0,1.0
840,37,3,0,0.925
841,40,0,0,1.0
842,0,40,1,1.0
843,40,0,0,1.0
844,40,0,0,1.0
845,0,40,1,1.0
846,0,40,1,1.0
847,40,0,0,1.0
848,24,16,0,0.6
849,40,0,0,1.0
850,0,40,1,1.0
851,0,40,1,1.0
852,0,40,1,1.0
853,0,40,1,1.0
854,1,39,1,0.975
855,0,40,1,1.0
856,31,9,0,0.775
857,4,36,1,0.9
858,40,0,0,1.0
859,0,40,1,1.0
860,40,0,0,1.0
861,40,0,0,1.0
862,40,0,0,1.0
863,0,40,1,1.0
864,40,0,0,1.0
865,0,40,1,1.0
866,0,40,1,1.0
867,0,40,1,1.0
868,38,2,0,0.95
869,40,0,0,1.0
870,0,40,1,1.0
871,0,40,1,1.0
872,38,2,0,0.95
873,40,0,0,1.0
874,40,0,0,1.0
875,40,0,0,1.0
876,0,40,1,1.0
877,40,0,0,1.0
878,40,0,0,1.0
879,0,40,1,1.0
880,39,1,0,0.975
881,0,40,1,1.0
882,40,0,0,1.0
883,40,0,0,1.0
884,36,4,0,0.9
885,40,0,0,1.0
886,40,0,0,1.0
887,13,27,1,0.675
888,40,0,0,1.0
889,0,40,1,1.0
890,40,0,0,1.0
891,17,23,1,0.575
892,0,40,1,1.0
893,0,40,1,1.0
894,40,0,0,1.0
895,40,0,0,1.0
896,40,0,0,1.0
897,40,0,0,1.0
898,40,0,0,1.0
899,0,40,1,1.0
900,0,40,1,1.0
901,0,40,1,1.0
902,38,2,0,0.95
903,0,40,1,1.0
904,0,40,1,1.0
905,39,1,0,0.975
906,40,0,0,1.0
907,4,36,1,0.9
908,0,40,1,1.0
909,40,0,0,1.0
910,40,0,0,1.0
911,40,0,0,1.0
912,32,8,0,0.8
913,0,40,1,1.0
914,20,20,equal,0.5
915,5,35,1,0.875
916,0,40,1,1.0
917,0,40,1,1.0
918,2,38,1,0.95
919,40,0,0,1.0
920,0,40,1,1.0
921,3,37,1,0.925
922,0,40,1,1.0
923,40,0,0,1.0
924,0,40,1,1.0
925,0,40,1,1.0
926,0,40,1,1.0
927,4,36,1,0.9
928,0,40,1,1.0
929,40,0,0,1.0
930,36,4,0,0.9
931,0,40,1,1.0
932,0,40,1,1.0
933,37,3,0,0.925
934,0,40,1,1.0
935,0,40,1,1.0
936,40,0,0,1.0
937,0,40,1,1.0
938,0,40,1,1.0
939,0,40,1,1.0
940,0,40,1,1.0
941,0,40,1,1.0
942,40,0,0,1.0
943,40,0,0,1.0
944,38,2,0,0.95
945,0,40,1,1.0
946,0,40,1,1.0
947,0,40,1,1.0
948,40,0,0,1.0
949,1,39,1,0.975
950,40,0,0,1.0
951,40,0,0,1.0
952,0,40,1,1.0
953,39,1,0,0.975
954,0,40,1,1.0
955,39,1,0,0.975
956,26,14,0,0.65
957,40,0,0,1.0
958,0,40,1,1.0
959,19,21,1,0.525
960,1,39,1,0.975
961,0,40,1,1.0
962,0,40,1,1.0
963,0,40,1,1.0
964,40,0,0,1.0
965,40,0,0,1.0
966,40,0,0,1.0
967,40,0,0,1.0
968,1,39,1,0.975
969,38,2,0,0.95
970,40,0,0,1.0
971,40,0,0,1.0
972,40,0,0,1.0
973,0,40,1,1.0
974,2,38,1,0.95
975,0,40,1,1.0
976,0,40,1,1.0
977,0,40,1,1.0
978,40,0,0,1.0
979,0,40,1,1.0
980,40,0,0,1.0
981,0,40,1,1.0
982,40,0,0,1.0
983,0,40,1,1.0
984,2,38,1,0.95
985,37,3,0,0.925
986,40,0,0,1.0
987,0,40,1,1.0
988,0,40,1,1.0
989,40,0,0,1.0
990,40,0,0,1.0
991,28,12,0,0.7
992,40,0,0,1.0
993,40,0,0,1.0
994,0,40,1,1.0
995,40,0,0,1.0
996,11,29,1,0.725
997,0,40,1,1.0
998,0,40,1,1.0
999,0,40,1,1.0
1000,40,0,0,1.0
1001,1,39,1,0.975
1002,40,0,0,1.0
1003,40,0,0,1.0
1004,40,0,0,1.0
1005,3,37,1,0.925
1006,0,40,1,1.0
1007,0,40,1,1.0
1008,40,0,0,1.0
1009,1,39,1,0.975
1010,40,0,0,1.0
1011,40,0,0,1.0
1012,40,0,0,1.0
1013,12,28,1,0.7
1014,40,0,0,1.0
1015,40,0,0,1.0
1016,40,0,0,1.0
1017,0,40,1,1.0
1018,40,0,0,1.0
1019,0,40,1,1.0
1020,13,27,1,0.675
1021,0,40,1,1.0
1022,30,10,0,0.75
1023,40,0,0,1.0
1024,0,40,1,1.0
1025,0,40,1,1.0
1026,0,40,1,1.0
1027,2,38,1,0.95
1028,0,40,1,1.0
1029,24,16,0,0.6
1030,24,16,0,0.6
1031,0,40,1,1.0
1032,31,9,0,0.775
1033,0,40,1,1.0
1034,0,40,1,1.0
1035,0,40,1,1.0
1036,40,0,0,1.0
1037,0,40,1,1.0
1038,8,32,1,0.8
1039,40,0,0,1.0
1040,40,0,0,1.0
1041,0,40,1,1.0
1042,0,40,1,1.0
1043,40,0,0,1.0
1044,40,0,0,1.0
1045,0,40,1,1.0
1046,40,0,0,1.0
1047,40,0,0,1.0
1048,40,0,0,1.0
1049,0,40,1,1.0
1050,40,0,0,1.0
1051,40,0,0,1.0
1052,0,40,1,1.0
1053,40,0,0,1.0
1054,40,0,0,1.0
1055,40,0,0,1.0
1056,40,0,0,1.0
1057,0,40,1,1.0
1058,3,37,1,0.925
1059,39,1,0,0.975
1060,40,0,0,1.0
1061,40,0,0,1.0
1062,11,29,1,0.725
1063,18,22,1,0.55
1064,0,40,1,1.0
1065,40,0,0,1.0
1066,40,0,0,1.0
1067,0,40,1,1.0
1068,17,23,1,0.575
1069,40,0,0,1.0
1070,0,40,1,1.0
1071,0,40,1,1.0
1072,0,40,1,1.0
1073,0,40,1,1.0
1074,0,40,1,1.0
1075,40,0,0,1.0
1076,40,0,0,1.0
1077,9,31,1,0.775
1078,40,0,0,1.0
1079,40,0,0,1.0
1080,37,3,0,0.925
1081,9,31,1,0.775
1082,40,0,0,1.0
1083,38,2,0,0.95
1084,39,1,0,0.975
1085,40,0,0,1.0
1086,40,0,0,1.0
1087,0,40,1,1.0
1088,40,0,0,1.0
1089,36,4,0,0.9
1090,40,0,0,1.0
1091,38,2,0,0.95
1092,0,40,1,1.0
1093,40,0,0,1.0
1094,40,0,0,1.0
1095,40,0,0,1.0
1096,40,0,0,1.0
1097,36,4,0,0.9
1098,40,0,0,1.0
1099,18,22,1,0.55
1100,0,40,1,1.0
1101,0,40,1,1.0
1102,0,40,1,1.0
1103,0,40,1,1.0
1104,11,29,1,0.725
1105,40,0,0,1.0
1106,9,31,1,0.775
1107,0,40,1,1.0
1108,0,40,1,1.0
1109,0,40,1,1.0
1110,0,40,1,1.0
1111,0,40,1,1.0
1112,0,40,1,1.0
1113,1,39,1,0.975
1114,40,0,0,1.0
1115,40,0,0,1.0
1116,0,40,1,1.0
1117,40,0,0,1.0
1118,40,0,0,1.0
1119,0,40,1,1.0
1120,40,0,0,1.0
1121,39,1,0,0.975
1122,0,40,1,1.0
1123,0,40,1,1.0
1124,40,0,0,1.0
1125,13,27,1,0.675
1126,40,0,0,1.0
1127,0,40,1,1.0
1128,40,0,0,1.0
1129,40,0,0,1.0
1130,40,0,0,1.0
1131,40,0,0,1.0
1132,40,0,0,1.0
1133,0,40,1,1.0
1134,40,0,0,1.0
1135,40,0,0,1.0
1136,40,0,0,1.0
1137,40,0,0,1.0
1138,0,40,1,1.0
1139,34,6,0,0.85
1140,40,0,0,1.0
1141,40,0,0,1.0
1142,0,40,1,1.0
1143,0,40,1,1.0
1144,40,0,0,1.0
1145,0,40,1,1.0
1146,40,0,0,1.0
1147,40,0,0,1.0
1148,0,40,1,1.0
1149,40,0,0,1.0
